#mass/MSun,name,radius/m,vx/kms,vy/kms,vz/kms,x/pc,y/pc,z/pc
86.5725757907,BH107,255735.292323,3.46213270996,52.006379615,0.0,6.5857911958,-0.438424733441,-0.480389649182
59.0218948889,BH108,174350.611669,-33.4108109296,33.7206378061,0.0,5.65726364711,5.60528443084,-0.289368146951
89.5698636778,BH109,264589.277398,21.5367734066,-37.4252662343,0.0,-8.35064956132,-4.80547142335,0.15700469511
67.4288972025,BH110,199184.887126,-1.81308834268,64.3524831221,0.0,4.31875789717,0.121678126753,-0.0670365149821
92.9792416971,BH111,274660.576264,49.7065584559,49.0379872738,0.0,2.57836919186,-2.61352200776,-0.0988226569568
99.4303488309,BH112,293717.139542,43.0357264,-75.3835112023,0.0,-2.06143949105,-1.17685611233,0.0351762643028
84.8730070383,BH113,250714.768124,-66.5177645482,-18.5592897886,0.0,-1.00871920803,3.61531866464,-0.156500530053
76.2687310236,BH114,225297.746374,-108.289549762,46.2966682175,0.0,0.506579880901,1.18490831702,-0.00381947168076
96.8464699263,BH115,286084.36414,-62.801930226,-43.6744667622,0.0,-1.74581580567,2.51040506143,-0.147569700799
69.9191744083,BH116,206541.163215,-45.0019587462,-13.1071875643,0.0,-2.28445753134,7.84341134044,0.112527945325
91.5908171776,BH117,270559.171782,-31.701358066,66.6232993005,0.0,2.9684402637,1.41247264373,-0.0320246862551
55.1410538393,BH118,162886.611537,-19.7279937211,-42.0520120958,0.0,-7.53166609132,3.53335438553,0.17341827352
94.1256825948,BH119,278047.161398,-24.7928070872,-35.2740020413,0.0,-7.9060178448,5.55685104922,0.0425496543612
98.9964391491,BH120,292435.370826,59.4764298696,34.1119449223,0.0,1.89445245641,-3.30310303096,0.0244369096845
70.1686843957,BH121,207278.215439,13.3743579959,43.9097002447,0.0,8.15053904138,-2.48255456975,-0.0738365750417
86.7700036493,BH122,256318.493997,-116.549779419,10.9511225899,0.0,0.122015647156,1.29857890321,0.0122691588616
71.0537737928,BH123,209892.768531,-5.24348890861,52.0404402136,0.0,6.52120231218,0.657063081218,-0.132758006797
63.2065235168,BH124,186711.999968,20.2543024779,43.4794091175,0.0,7.06983839583,-3.29338986535,0.192520242859
77.6717916364,BH125,229442.385859,-24.8042658422,-40.8208681577,0.0,-6.72134510651,4.08413731415,0.0849489468074
97.3197253699,BH126,287482.360193,56.8912047564,-33.4195982435,0.0,-2.08304490855,-3.54603109067,0.0883573055698
63.9810771735,BH127,189000.030606,-10.9925478207,43.1950528383,0.0,8.75972015309,2.22922849613,0.443963444219
99.1256046292,BH128,292816.92551,34.4645848685,51.8612444823,0.0,3.84695437906,-2.55650798599,0.243183140595
77.1624616664,BH129,227937.825696,29.4512644147,-48.4916615403,0.0,-4.75832923232,-2.88995691098,-0.0214816780561
91.2309572005,BH130,269496.145812,-67.8025043376,-80.2921909408,0.0,-1.23675160321,1.04437125154,0.0266350522291
81.2954691086,BH131,240146.72507,-13.3889476667,69.4039756781,0.0,3.51755769623,0.67858354582,0.0325058174022
81.4963306123,BH132,240740.069728,-76.1867301888,-20.3570151625,0.0,-0.74264356562,2.77936546732,0.0403872693324
86.1098911311,BH133,254368.522355,20.1808956751,37.9918444823,0.0,8.57267375678,-4.55372033392,0.0425283475324
49.1157008581,BH134,145087.725551,-31.8426836811,-35.8018954648,0.0,-5.8404087465,5.19453749218,0.67571119608
70.1576487455,BH135,207245.616141,-33.4016244204,-42.1112490205,0.0,-4.86149283215,3.85601855748,-0.0701149352957
63.1133668575,BH136,186436.815301,-41.136377848,30.637594689,0.0,4.07160241314,5.4668448034,-0.126077261914
58.8462079412,BH137,173831.632621,6.92071474283,-68.0666658835,0.0,-3.80458881954,-0.386833607788,0.0571517180267
82.3570567652,BH138,243282.653824,-31.4930653884,50.7240473873,0.0,4.26935505957,2.65071667154,0.272605851304
96.363266722,BH139,284656.982414,-75.0832667387,-82.6728472926,0.0,-1.0609486464,0.963550825001,0.0152230920127
91.9655576701,BH140,271666.154779,-9.31872569779,-45.8480246618,0.0,-8.03538624055,1.63321235329,0.179928049841
59.7881213135,BH141,176614.043673,3.7457680699,-47.3711472601,0.0,-7.92254976605,-0.626457995263,-0.16767168667
65.4285471531,BH142,193275.855311,-11.1325149333,-43.6282984392,0.0,-8.58147257487,2.18971115096,0.0456370698965
62.4181988844,BH143,184383.289883,-35.7451324742,-31.0698754376,0.0,-5.24865192963,6.03844579011,0.102495500306
80.8183477791,BH144,238737.309195,-31.8459983038,-72.56631658,0.0,-2.60863463488,1.14480902535,-0.00907155262967
75.4255829435,BH145,222807.087886,-12.4929835601,50.8815770392,0.0,6.34349723232,1.55752260932,-0.111127642847
30.9759859119,BH146,91503.0278331,56.192145806,-33.9935490195,0.0,-2.14867898668,-3.55181751811,0.0056355581001
24.8646349814,BH147,73450.1040012,-62.1297719528,31.2799352811,0.0,1.66355811103,3.30424232467,0.0731039172694
80.5694252043,BH148,238001.992187,-70.5463872977,59.7434901127,0.0,1.35227196072,1.59679157165,-0.0312401586985
66.1250778038,BH149,195333.406077,31.972916925,-40.6958168022,0.0,-5.26452303721,-4.13610466493,-0.0984021842142
54.2592702315,BH150,160281.823743,-8.05661475834,-44.7644393153,0.0,-8.54103566766,1.53719861265,0.472525552152
98.8135565369,BH151,291895.135794,-44.4404253133,-5.09019900427,0.0,-1.02124566081,8.91607410195,-0.0851788357927
95.7886674845,BH152,282959.616907,35.8010641174,-43.6817353667,0.0,-4.34508208342,-3.56118091366,0.054174242592
55.7033576965,BH153,164547.656504,4.43610283492,84.2829800155,0.0,2.50755962521,-0.131981479061,-0.0483500181885
92.2009159941,BH154,272361.403006,-45.6429932616,-44.1124219049,0.0,-3.08868273183,3.1958509424,-0.0393810547507
76.8530162959,BH155,227023.724416,43.1334840429,82.5971437699,0.0,1.82554046615,-0.953324981622,0.0072586680264
82.0930690283,BH156,242502.834343,57.9415954378,-33.6682457683,0.0,-2.00288967722,-3.44688654654,-0.0916713297383
34.6403910687,BH157,102327.676579,45.4090032985,-21.6100988895,0.0,-3.04768747898,-6.40406374322,-0.25813517802
87.4635145517,BH158,258367.124429,-67.9935107571,22.4744406451,0.0,1.09528829821,3.31365295637,0.124498424857
55.5635324148,BH159,164134.612778,46.0021033824,1.808900587,0.0,0.332785631936,-8.46306267712,0.0022536772505
69.8993818356,BH160,206482.695977,34.2731669657,26.4519348203,0.0,5.85543941358,-7.58675892871,-0.0880488238235
91.3679022685,BH161,269900.68139,-68.8762576778,-46.8359349023,0.0,-1.44984451857,2.13212066466,0.0121715677002
99.0295308021,BH162,292533.123532,-47.172445505,-23.9178760164,0.0,-2.89844452428,5.71650744729,0.101059534791
88.9796755594,BH163,262845.862355,-52.2566235105,11.1656798302,0.0,1.31188674868,6.13977589869,0.20508115837
69.7238495007,BH164,205964.173655,-41.4072152091,17.3546183714,0.0,3.44323664559,8.21538323392,-0.355556970998
84.6076645074,BH165,249930.946584,-75.6334068064,-87.9201116289,0.0,-1.00742160192,0.86663593155,0.00842417113323
83.3267594728,BH166,246147.15454,43.5998407917,-36.7784654743,0.0,-3.55110521442,-4.20973577844,0.128131420177
66.7360508225,BH167,197138.219693,-91.9551289131,-73.6124904662,0.0,-0.805075426493,1.00568278779,0.0166209626733
86.5505985493,BH168,255670.371576,26.936872209,45.9868124408,0.0,5.4462137892,-3.19013119362,0.144851097322
34.9999144655,BH169,103389.708292,-21.9180391669,-41.0203601064,0.0,-7.31877155929,3.91057321959,0.206151415738
93.5016987829,BH170,276203.913913,12.451775757,50.1169972876,0.0,6.52594351627,-1.62139772263,0.234225956492
72.5849956012,BH171,214415.996045,-42.8617665443,-7.41630530422,0.0,-1.61851381173,9.35403254065,0.548688341327
30.8214485629,BH172,91046.5246767,-47.4020025035,36.2634586037,0.0,3.05577989725,3.99438144945,-0.285088351936
86.3994162567,BH173,255223.779253,-43.2109584343,0.533235688885,0.0,0.118693608672,9.61838207319,0.451451010084
90.1305535901,BH174,266245.554774,-35.0857218728,56.9044613879,0.0,3.40986070793,2.10242609289,0.095464182449
46.2870025685,BH175,136731.753959,-22.9869601656,-36.3056948444,0.0,-8.21991033917,5.20443837643,-0.323744298588
65.3522210232,BH176,193050.388009,63.4101003015,16.1924527503,0.0,1.03431963967,-4.05042479399,-0.109018298396
85.5166596923,BH177,252616.117346,60.1289457492,84.3199028335,0.0,1.35714427451,-0.967786391034,0.0505934433503
63.5237701568,BH178,187649.146189,-48.6231154961,-33.3673613052,0.0,-2.91493047522,4.24765386341,-0.0299410743103
51.098770947,BH179,150945.712382,2.804478494,49.884701668,0.0,7.17404411127,-0.403319088865,0.0721230506541
44.1991050657,BH180,130564.107064,26.3634629136,68.8261415313,0.0,3.07640504823,-1.17839949461,0.0359350640519
74.6672161472,BH181,220566.873215,51.6054288667,7.45678527781,0.0,0.943201524491,-6.52752055553,-0.0739952369844
76.2922787323,BH182,225367.306279,2.27931059291,51.4505757671,0.0,6.75438852885,-0.299225987131,0.0691493924749
47.6083671371,BH183,140635.063421,-38.6089813659,44.9577651166,0.0,3.86999503403,3.32348740573,0.0828961860588
72.410173907,BH184,213899.572955,-61.2608053502,38.5929674571,0.0,1.81967703779,2.88847653232,-0.184607604527
78.052960974,BH185,230568.359657,55.4239480576,-8.76845704309,0.0,-0.889387185317,-5.62166740624,0.410422179026
52.3185058222,BH186,154548.807843,47.6051750581,-9.45382290033,0.0,-1.48359220639,-7.47069914939,0.118306455576
74.3161467023,BH187,219529.814467,-37.2530008027,-53.6128649175,0.0,-3.44988671589,2.39716032326,0.0408553027533
64.3524301161,BH188,190097.006785,36.8924011459,62.3067029198,0.0,2.93705802199,-1.73906044869,0.105182384506
41.3578300097,BH189,122170.983718,22.4232730627,-67.080318603,0.0,-3.39326123317,-1.13428237654,-0.148713809318
62.4906414461,BH190,184597.28513,-54.2753299147,-1.83573541969,0.0,-0.205458144421,6.07457286737,-0.0252741040126
68.8305177428,BH191,203325.272639,15.8343702082,-41.3252674971,0.0,-8.56249866743,-3.28084443294,0.497707597386
96.4769838288,BH192,284992.90262,21.4477163277,87.3662896388,0.0,2.14607149676,-0.526843166532,0.0403745567944
58.7933691942,BH193,173675.547022,-2.32086912235,-52.2931769566,0.0,-6.53755199951,0.29014880056,-0.158477311752
76.6899417441,BH194,226542.002372,18.9135300775,-40.1198929707,0.0,-8.25668838317,-3.89241128309,-0.0733985767084
93.3990898762,BH195,275900.807317,92.2254628192,-18.3761188346,0.0,-0.395133247648,-1.98308179042,0.042351191936
97.9700841,BH196,289403.519156,-1.28204355438,-55.1661804776,0.0,-5.88461203899,0.136756412521,0.00171131828416
85.0148796386,BH197,251133.859627,28.3089333482,-46.6378052313,0.0,-5.14795107812,-3.12478263562,-0.10373404379
94.2071821939,BH198,278287.911122,31.9698565198,-28.3096538737,0.0,-6.53164782664,-7.37613553268,0.110716985805
96.3903067469,BH199,284736.858617,-33.0620496048,26.9942937946,0.0,6.23700884015,7.63895870836,0.155965476671
83.7191720599,BH200,247306.340885,-45.8524358622,32.5656042893,0.0,3.2807680992,4.61932803429,-0.166142323605
90.0970683931,BH201,266146.639539,-40.2151759745,-49.3182227304,0.0,-3.42713027256,2.79455826606,0.010158111473
94.8968894444,BH202,280325.305571,36.9655616912,-28.0367953891,0.0,-5.03923442688,-6.6440592977,0.184657501124
64.8800824869,BH203,191655.691299,55.5397212277,11.2952806698,0.0,1.11178118688,-5.46670941523,0.15764873993
67.983047661,BH204,200821.846963,43.0700002974,-21.312232033,0.0,-3.44614464568,-6.96433159534,0.0821707944138
83.6444195101,BH205,247085.521936,-26.1550734493,-36.9597605123,0.0,-7.1487048236,5.05887746935,-0.0192428325988
80.1280098446,BH206,236698.051706,-43.0050102333,42.319807593,0.0,3.45130825829,3.50718860524,-0.00610716894195
87.548661103,BH207,258618.647247,14.0630666646,89.5359211254,0.0,2.15067758966,-0.337798750906,-0.073739260535
89.1020129003,BH208,263207.246724,-20.5399573599,46.504251279,0.0,6.34759532634,2.80360039685,0.366629366027
49.7156230995,BH209,146859.895183,18.2838984262,-50.2552229404,0.0,-5.89078002926,-2.14318865591,-0.163958876969
57.2060427475,BH210,168986.586469,-61.8314432338,35.078497783,0.0,1.74758699149,3.08040060691,-0.10243267119
73.851934374,BH211,218158.531767,-19.7163965697,-40.573217628,0.0,-7.93595803553,3.85644779823,-0.504398307726
60.5815852255,BH212,178957.935184,-38.5315744975,38.0363024236,0.0,4.2958721391,4.35180884609,0.209828325971
60.763384162,BH213,179494.969039,75.8832839517,15.7203437859,0.0,0.604372407336,-2.91735114849,0.0153078313127
98.4031958338,BH214,290682.930735,49.3529311764,30.8129567126,0.0,2.80302453238,-4.48958787443,-0.017636587107
62.187256152,BH215,183701.085309,45.1724326959,26.1941951428,0.0,3.29874080899,-5.68874692897,-0.00199358675021
83.0215371449,BH216,245245.528124,10.0800983999,46.0730679159,0.0,7.88190812462,-1.72444365155,-0.18798600587
80.2252752501,BH217,236985.373606,62.8998037874,2.10663017149,0.0,0.151345324105,-4.51887156994,-0.0382893511773
93.6696514277,BH218,276700.045838,37.8850351523,-38.0160975173,0.0,-4.40828115427,-4.39308338829,0.0856970313383
66.8119792727,BH219,197362.51225,-25.0930088989,-39.2902760785,0.0,-6.96008424093,4.44510635267,0.26077938922
85.0459183241,BH220,251225.547869,-42.6749107975,34.9671723287,0.0,3.73199763006,4.55463382804,0.0271809009159
99.4373874801,BH221,293737.931704,43.171453333,-45.8325514014,0.0,-3.28825983535,-3.09733915499,-0.17246278242
99.8450499356,BH222,294942.166143,-85.1063348338,-52.7639914803,0.0,-0.939540641128,1.51544373635,0.0671331285563
40.8228015473,BH223,120590.510237,-41.8046979616,34.1152427133,0.0,3.89281078273,4.77023658782,-0.0928922902545
97.6265949196,BH224,288388.8525,46.7010451878,29.7032078064,0.0,3.14001705449,-4.93691049492,0.122064153613
86.9091873676,BH225,256729.642546,34.2124497753,48.0513870667,0.0,4.19437333655,-2.98638178574,0.0810871001597
85.8395190969,BH226,253569.843667,-26.5731474762,62.7315419333,0.0,3.55140897361,1.50438059541,-0.129204782847
91.8051582858,BH227,271192.335177,9.85188841291,48.419703715,0.0,7.19990058664,-1.46495355653,-0.201136398039
97.515199298,BH228,288059.789958,-3.12446218724,-69.3205487424,0.0,-3.71366453933,0.167384774641,-0.0767275904523
36.5657280443,BH229,108015.119858,57.3736431057,-10.6853532411,0.0,-0.963143010499,-5.17147370774,-0.0238612724137
74.3498656081,BH230,219629.420077,-79.8404296862,-32.3568355607,0.0,-0.905188194158,2.23355013295,0.0456926375541
79.7643829744,BH231,235623.898338,-9.8222745445,-54.5335958962,0.0,-5.74481983432,1.03472358083,0.0330145299948
98.4668878518,BH232,290871.076885,-10.0268109826,-81.8103787093,0.0,-2.61357875301,0.320324395975,-0.0793151448386
91.3698972109,BH233,269906.574447,-17.6631750667,-45.5839540414,0.0,-6.99978946847,2.71232519012,0.228434412903
97.6912965594,BH234,288579.981072,51.68124252,7.1648190378,0.0,0.90448838033,-6.52425177715,0.240889290722
92.2952874675,BH235,272640.176233,-32.9540575951,37.4561644567,0.0,5.41082263783,4.76045968482,-0.208736763775
58.2443848629,BH236,172053.847919,49.442217876,67.2748768272,0.0,2.06780738265,-1.51969038013,0.0643517927992
